"archcode","ndwel","nsample","age.Q1","age.Q2","age.Q3","sap.Q1","sap.Q2","sap.Q3","windows.Q1","windows.Q2","windows.Q3","doors.Q1","doors.Q2","doors.Q3","floorarea.Q1","floorarea.Q2","floorarea.Q3","groundfloorarea.Q1","groundfloorarea.Q2","groundfloorarea.Q3","control.Q1","control.Q2","control.Q3","radcontrol.Q1","radcontrol.Q2","radcontrol.Q3","solararea.Q1","solararea.Q2","solararea.Q3","intwallarea.Q1","intwallarea.Q2","intwallarea.Q3","intwallarea.extwalls.Q1","intwallarea.extwalls.Q2","intwallarea.extwalls.Q3","intwallarea.extpartywalls.Q1","intwallarea.extpartywalls.Q2","intwallarea.extpartywalls.Q3","intwallarea.frontwall.Q1","intwallarea.frontwall.Q2","intwallarea.frontwall.Q3","extwallarea.Q1","extwallarea.Q2","extwallarea.Q3","extwallarea.front.Q1","extwallarea.front.Q2","extwallarea.front.Q3","extwallarea.exceptfront.Q1","extwallarea.exceptfront.Q2","extwallarea.exceptfront.Q3","extwindowarea.Q1","extwindowarea.Q2","extwindowarea.Q3","dpcperim.Q1","dpcperim.Q2","dpcperim.Q3","nfloors.Q1","nfloors.Q2","nfloors.Q3","roofareaplan.Q1","roofareaplan.Q2","roofareaplan.Q3","roofareaslope.Q1","roofareaslope.Q2","roofareaslope.Q3","ceilingground.Q1","ceilingground.Q2","ceilingground.Q3","ceilingfirst.Q1","ceilingfirst.Q2","ceilingfirst.Q3","imd.Q1","imd.Q2","imd.Q3","gasgrid.yes","tank.wellins","wallins","loftins","citycentre","otherurban","suburban","ruralres","villagecentre","rural","own","rent.private","rent.la","rent.rsl"
"A-C-A-A-A-A-A",104964,100,1950,1955,1961,55.34,61.7,69.35,8,9,11,2,2,3,69.8,77.54,83.57,34.9,38.77,41.785,4,5,5,2,2,2,12.3519,13.48545,14.2,162.4,175.69,190.99,72.92,82.69,90.48,70.04,79.81,87.6,24.3066666666667,27.5633333333333,30.16,81.56,91.69,98.79,31.28,32.64,35.42,62.56,65.28,70.84,18.6,21.82,24.13,19.7,20.6,21.94,2,2,2,46.64,52.12,55.75,57.36,63.51,68.02,2.4,2.4,2.4,2.3,2.4,2.4,2,3,4,100,0,35.4,0,0,14839,85196,3664,1265,0,54463,6979,26786,16736
"A-A-B-A-A-A-C",94415,55,1923,1933,1938,50.18,56.48,61.29,10,12,14,2,2,4,78.92,89.17,100.65,39.46,44.585,50.325,4,5,5,1,2,2,13.1208,14.72955,19.7604,175.45,203.53,224.92,82.26,88.52,104.6,79.38,85.64,101.36,27.42,29.5066666666667,34.8666666666667,90.9,97.5,114.32,35.88,39.064,46.58,71.76,78.128,93.16,21.4,28.08,37.9,22.6,24.3,27,2,2,2,57.56,62.59,77.22,67.92,74.61,94.21,2.4,2.45,2.55,2.4,2.4,2.53,3,5,7,100,0,50.6,0,0,14164,75435,3436,0,1380,83229,1660,6422,3104
"F-A-A-A-A-A-E",93113,43,1966,1975,1985,43.8,53.22,57.29,8,12,15,2,3,3,73.42,104.71,125.66,73.42,104.71,125.66,5,5,5,2,2,2,18.355,26.1775,31.415,159.48,185.6,216.51,82.87,107.8,127.37,82.87,107.8,127.37,20.7175,26.95,31.8425,88.99,113.32,132.89,24.225,28.08,30.59,72.675,84.24,91.77,19.55,29.14,41.46,38.6,46,52,1,1,1,95.8,130,156.42,116.88,158.6,188.97,2.3,2.36,2.4,2.4,2.4,2.4,4,6,7,15,0,76.4,0,0,0,13923,35623,15949,27618,78721,8482,1324,4586
"B-A-A-A-A-B-B",92088,32,1962,1970,1979,54.57,58.25,63.6,12,17,19,2,3,4,108.52,138.13,150.84,54.26,69.065,75.42,5,5,5,1,2,2,13.565,17.26625,19.55125,233.55,273.83,300.21,152.77,167.64,181.12,152.77,167.64,181.12,38.1925,41.91,45.28,164.29,178.68,193.12,41.86,45.84,50.25,125.58,137.52,150.75,32.35,40.74,48.35,36.4,38.4,42,2,2,2,70.26,94.76,106.26,85.72,111.81,129.35,2.3,2.4,2.4,2.3,2.4,2.4,7,8,10,100,0,67.8,0,0,3063,65684,22444,897,0,86280,5808,0,0
"F-A-A-A-A-A-D",86946,62,1956,1966,1977,46.98,51.36,57.15,6,6,8,2,2,2,48.47,58.09,62.59,48.47,58.09,62.59,0,0,0,0,0,0,12.1175,14.5225,15.6475,113.99,126.31,135.82,47.76,65.14,80.75,47.76,65.14,80.75,11.94,16.285,20.1875,53.56,70.9,86.51,14.0625,16.3,21.4595,42.1875,48.9,64.3785,11.98,16.37,21.9,23.1,27.6,34.6,1,1,1,62.22,75.36,80.78,75.91,91.93,98.56,2.3,2.4,2.4,2.4,2.4,2.4,4,6,7,49.9,0.5,68.2,0,0,11070,32334,26987,13339,3216,34449,18055,6810,27632
"C-B-B-A-A-A-C",83017,43,1874,1905,1922,44.87,50.77,58.09,6,8,10,2,2,3,63.71,70.11,87.39,31.855,35.055,43.695,5,5,5,1,2,2,15.9275,17.5275,21.8475,163.13,183.83,213.56,36.36,47.362,69.928,30.12,41.554,64.1,18.18,23.681,34.964,42.6,53.17,76.36,30.03,35.512,46.191,30.03,35.512,46.191,15.4,19.72,23.92,11.8,14.5,17.82,2,2,2,43.96,49.28,58.83,53.64,60.12,71.29,2.4,2.5,2.61,2.4,2.5,2.6,3,4,6,100,0,4.2,0,0,36830,36296,4206,5685,0,49783,18143,2593,12498
"A-A-A-A-A-A-D",81072,63,1963,1975,1986,47.08,53.89,59.68,6,8,11,2,2,2,53.06,67.62,82.08,26.53,33.81,41.04,0,0,0,0,0,0,10.9263,13.40955,15.89445,136.14,158.07,180.94,73.516,80.38,89.88,70.708,77.62,87,24.5053333333333,26.7933333333333,29.96,82.07,88.66,98.52,25.688,29.1946666666667,34.72,51.376,58.3893333333333,69.44,14.32,17.68,21.65,16.2,19.04,21,2,2,2,37.29,45.94,55.95,45.49,56.05,68.25,2.3,2.4,2.4,2.3,2.4,2.4,4,6,8,65.2,0,49.1,0,0,7843,45033,15919,11442,835,31043,22257,3305,24467
"H-A-A-A-A-A-F",78494,30,1977,1990,2002,51.89,63.41,70.72,4,4,6,1,1,2,41.21,56.35,70.38,16.6466666666667,18.4575,21.71,3,3,9,0,2,2,10.3025,14.0875,17.595,92.05,117.35,127.21,185.34,238.17,328.23,176.7,229.89,319.59,92.67,119.085,164.115,193.98,246.45,336.87,112.9185,142.56,203.964,112.9185,142.56,203.964,45.31,74.12,109.71,31.9,43.7,75.7,3,3,3,132.55,183.96,290.81,161.71,224.44,354.79,2.3,2.4,2.4,2.3,2.4,2.4,4,5,6,98.7,3,63.9,0,8669,4860,63918,1047,0,0,41669,32417,1564,2844
"A-A-A-B-A-A-B",76819,34,1964,1975,1997,60.63,65.91,71.89,8,11,14,2,3,3,76.65,97.03,120.45,32.21,37.3066666666667,45.17,5,5,5,2,2,2,10.7239,14.9061,18.3983333333333,195.19,212.94,249.49,49.79,79.34,98.35,46.91,75.2,94.03,16.5966666666667,26.4466666666667,32.7833333333333,58.43,91.76,111.31,39.2,47.52,58.8,78.4,95.04,117.6,14.87,19.22,23.86,20.4,24,29.7,2,3,3,54.95,66.02,83.28,66.66,78.97,98,2.3,2.4,2.4,2.3,2.4,2.4,3,8,9,100,0,69.7,0,0,5811,57663,7583,5762,0,55009,14025,416,7369
"A-A-A-A-A-A-E",74853,38,1952,1963,1977,41.52,56.01,61.6,9,10,12,2,2,4,79.79,89.01,110.24,39.895,44.505,55.12,5,5,5,2,2,2,13.2891,14.68665,18.1896,176.67,206.04,226.4,83.64,97.78,115.83,80.88,94.96,113.07,27.88,32.5933333333333,38.61,91.92,106.24,124.11,34.72,39.2,43.6846666666667,69.44,78.4,87.3693333333333,18.36,24.34,31.86,21.7,24.5,28.49,2,2,2,54.06,65.05,76.75,65.97,79.36,93.63,2.3,2.35,2.4,2.3,2.3,2.4,6,6,7,11.1,0,79.5,0,0,0,8321,42026,12966,11540,55194,12702,509,6448
"B-B-B-A-A-A-B",69529,18,1873,1919,1931,40.38,48.92,58.67,11,18,25,2,2,4,98.27,165.98,168.8,49.135,68.245,83.415,4,5,5,2,2,2,12.28375,17.06125,20.85375,256.26,305.87,331.29,151.868,170.19,209.534,151.868,170.19,209.534,37.967,42.5475,52.3835,165.02,181.71,228.47,43.2,53.086,67.818,129.6,159.258,203.454,31.8,42.33,51.82,36,41.4,44.6,2,2,2,71.76,101.96,117.1,87.54,122.7,142.84,2.4,2.53,2.63,2.4,2.5,2.5,6,9,10,100,6,0,0,0,4126,40798,12886,9318,2401,66242,3287,0,0
"A-B-B-A-A-A-C",68717,27,1914,1921,1939,41.44,50.74,56.68,10,13,20,2,2,2,67.5,79.48,122.99,33.75,39.74,61.495,5,5,5,1,1,2,11.1375,14.77905,20.7372,170.24,181.01,261.31,70.23,82.082,107,67.35,79.046,104,23.41,27.3606666666667,35.6666666666667,78.87,91.19,116,32.8813333333333,35.9773333333333,45.7086666666667,65.7626666666667,71.9546666666667,91.4173333333333,22.74,26.23,35.77,20.4,21.9,26.2,2,2,2,47.62,56.42,77.97,58.1,68.83,94.42,2.4,2.5,2.6,2.4,2.4,2.5,5,6,7,100,0,5.4,0,3485,13810,39328,12094,0,0,54732,4449,3569,5967
"B-A-A-B-A-A-C",68259,25,1968,1980,2000,59.73,68.7,75.58,12,15,18,2,2,4,115.94,131.02,168.54,39.17,64.87,84.27,5,5,5,2,2,2,9.7925,18.2425,28.985,224.96,278.04,301.99,72.76,102.462,140.22,72.76,102.462,140.22,18.19,25.6155,35.055,84.28,113.55,158.16,44.22,54,61.755,132.66,162,185.265,22.56,31.21,36.92,32.8,40.2,46,2,2,3,67.33,96.66,136.37,82.13,126.63,166.38,2.3,2.4,2.5,2.3,2.31,2.4,6,7,8,100,0,76.8,0,0,7531,33955,12715,10549,3509,67023,1236,0,0
"F-A-B-A-A-A-A",68213,42,1921,1926,1937,55.49,61.41,64.63,6,9,12,2,2,3,48.1,65.51,87.59,48.1,65.51,87.59,5,5,5,2,2,2,12.025,16.3775,21.8975,122.38,148.25,178.73,54.16,69.08,85.23,54.16,69.08,85.23,13.54,17.27,21.3075,59.92,74.84,90.99,16,21.5,25.92,48,64.5,77.76,14.49,18.19,27.48,25.6,33,42.6,1,1,1,63.96,83.73,114.91,78.04,99.55,138.78,2.4,2.5,2.6,2.4,2.4,2.4,3,7,9,100,0,62.6,0,0,1238,47797,11513,879,6786,38537,14272,3098,12306
"B-A-B-A-A-A-B",64643,25,1921,1928,1936,52.09,57.44,63,17,22,25,2,4,6,122.87,144.47,186.54,61.435,72.235,93.27,5,5,5,2,2,2,15.35875,18.05875,23.3175,283.42,301.16,333.87,145.63,176.04,200.65,145.63,176.04,200.65,36.4075,44.01,50.1625,158.11,187.56,212.17,45.76,53.82,61.2,137.28,161.46,183.6,37.72,45.23,59.8,36.4,41.4,50.8,2,2,2,88.12,97.74,129.16,107.5,117.66,154.72,2.4,2.5,2.6,2.45,2.5,2.54,6,7,9,100,0,49.3,0,0,6390,48815,5196,1488,2754,63514,1129,0,0
"H-B-A-A-A-A-A",64365,44,1948,1953,1961,58.51,64.66,67.83,5,6,7,1,2,2,48.17,53.82,60.98,13.6875,17.1433333333333,21.07,4,5,5,1,2,2,12.0425,13.455,15.245,102.71,125.49,150.45,219.28,337.8,567.16,210.64,329.16,561.16,109.64,168.9,283.58,227.92,346.44,573.16,137.88,207.36,284.7,137.88,207.36,284.7,56.45,97.41,156.68,36.9,52.28,72.15,3,3,4,128.81,193.53,291.05,157.14,236.1,355.08,2.4,2.4,2.4,2.4,2.4,2.4,2,3,6,100,0,8.1,0,1380,42361,20624,0,0,0,5779,30757,15531,12298
"C-C-A-A-A-A-A",61355,56,1961,1965,1970,62.86,68.42,71.32,8,9,10,2,2,2,67.89,75.38,82.86,32.475,37.075,40.41,5,5,5,2,2,2,16.2375,18.5375,20.205,161.54,172.48,183.78,27.56,41.33,54.34,22.04,35.81,48.58,13.78,20.665,27.17,33.08,47.12,60.1,25.76,30.24,37.7,25.76,30.24,37.7,17.05,21.16,24.16,10.6,13,15.4,2,2,2,44.02,49.06,52.93,53.7,59.86,64.98,2.3,2.3,2.4,2.3,2.35,2.4,1,2,5,100,0,27.7,0,0,8284,50064,1844,1163,0,26197,14005,7954,13199
"B-A-B-A-A-A-A",59613,20,1923,1927,1942,57.94,59.96,61.29,17,18,20,3,3,4,95.28,115.49,144.8,47.64,57.745,72.4,5,5,5,2,2,2,11.91,14.43625,18.1,212.85,236.89,289.62,124.334,149.76,162.632,124.334,149.76,162.632,31.0835,37.44,40.658,136.19,161.28,174.92,38.5,45.824,48.48,115.5,137.472,145.44,26.68,31.25,40.2,30.8,35.4,40.4,2,2,2,64.68,77.25,95.66,78.9,94.25,116.7,2.4,2.5,2.6,2.4,2.5,2.5,3,4,8,100,0,69.9,0,0,8327,44346,6940,0,0,51896,5714,0,2003
"A-B-B-A-A-B-B",57511,21,1917,1932,1938,42.03,47.4,52.68,12,13,19,2,3,4,87.69,95.7,109.48,42.125,47.85,54.12,5,5,5,1,2,2,13.8072,15.81195,21.0625,216.49,226.17,256.2,87.062,93.876,107.65,84.146,90.948,104.53,29.0206666666667,31.292,35.8833333333333,95.81,102.66,117.01,37.6666666666667,41.6664,44.892,75.3333333333333,83.3328,89.784,24.12,31.01,41.76,21.8,25.1,26.4,2,2,2,61.04,67.32,71.95,74.46,80.03,87.78,2.44,2.58,2.6,2.5,2.5,2.6,3,4,6,100,0,0,0,5544,19321,31548,0,1098,0,49599,7912,0,0
"H-A-A-C-B-A-D",57109,32,1967,1970,1973,44.11,53.67,63.88,4,5,6,1,1,2,43.77,55.16,59.5,14.5133333333333,15.4833333333333,18.94,0,0,0,0,0,0,43.77,55.16,59.5,93.5,120.92,124.64,305.24,354.99,503.13,296.6,346.35,491.61,152.62,177.495,251.565,313.88,363.63,514.65,170.64,237.744,336.96,170.64,237.744,336.96,69.92,130.7,176.4,47.4,66.04,83.4,3,3,3,157.78,224.76,344.93,157.78,224.76,344.93,2.4,2.4,2.4,2.4,2.4,2.4,2,5,7,98,0.5,25.2,0,8949,9725,37280,506,649,0,20546,25406,734,10423
"C-A-A-A-A-A-D",56598,41,1968,1978,1984,54.73,57.51,61.77,5,7,9,2,2,2,55.71,67.25,74.33,27.855,32.88,36.645,0,0,0,0,0,0,13.9275,16.44,18.3225,140.79,166.93,178.55,28.782,40.61,50.19,23.214,35.09,44.67,14.391,20.305,25.095,34.35,46.13,55.71,23.736,28.29,36.52,23.736,28.29,36.52,10.45,15,18.2,10.32,12,15.42,2,2,2,37.96,45.62,49.4,46.3,55.66,60.26,2.3,2.3,2.4,2.3,2.3,2.4,4,7,8,64.9,3.8,32.6,0,0,4755,32002,12445,7396,0,22267,19203,2789,12339
"B-A-A-A-A-B-A",55899,22,1967,1969,1973,59.46,63.95,68.35,13,15,19,2,3,4,105.59,142.38,164.74,52.795,71.19,82.37,5,5,5,2,2,2,13.19875,17.7975,20.5925,222.9,272.14,322.13,144.9,169.91,205.96,144.9,169.91,205.96,36.225,42.4775,51.49,156.42,181.43,217.48,39.33,42.55,52.08,117.99,127.65,156.24,30.94,33.21,43.86,32.8,35.6,43.4,2,2,2,73.08,78.87,111.23,86.39,93.29,135.7,2.4,2.4,2.46,2.3,2.4,2.4,6,8,9,100,0,80.2,0,0,1625,42729,6341,5204,0,50181,5718,0,0
"H-A-B-A-A-A-A",55848,39,1922,1935,1939,62.65,64.49,69.95,5,6,8,1,2,3,47.97,55.48,61.85,21.395,27.74,30.79,4,5,5,1,2,2,11.9925,13.87,15.4625,111.02,130.18,141.33,94.54,101.89,121.73,89.02,96.13,115.97,47.27,50.945,60.865,100.06,107.65,127.49,55.896,62.4,78.24,55.896,62.4,78.24,25.78,32.34,39.55,23.29,24.6,30.3,2,2,2,69.13,75.09,95.36,84.34,91.6,116.34,2.4,2.4,2.6,2.4,2.4,2.4,3,5,7,100,0,67.2,0,0,6916,47890,330,712,0,19475,18784,8555,9034
"C-B-B-A-A-C-A",55240,26,1865,1904,1912,51.19,57.5,62.55,8,10,14,2,2,2,73.67,88.4,110.64,36.09,40.045,47.645,4,5,5,1,2,2,18.045,20.0225,23.8225,204.3,226.04,263.6,49.56,63.104,78.598,43.2,56.288,69.166,24.78,31.552,39.299,55.92,69.66,88.03,33.3333,38.64,50.225,33.3333,38.64,50.225,16.66,23.22,27.91,12.21,14.76,17.5,2,2,2,49.7,56.08,68.85,60.64,68.42,83.99,2.57,2.65,2.74,2.4,2.6,2.7,2,4,6,100,0,2.4,0,0,33284,19484,2472,0,0,37089,13827,0,4324
"H-A-A-A-A-A-K",54375,29,1973,1980,1999,44.69,54.91,73.28,3,5,7,1,1,2,43.33,55.57,67.16,16.7766666666667,19.67,22.3866666666667,0,3,3,0,0,0,10.8325,13.8925,16.79,98.55,124.59,135.41,162.84,303.17,351.27,154.2,296.13,342.99,81.42,151.585,175.635,171.48,308.69,359.55,92.232,163.8,246.96,92.232,163.8,246.96,32.19,69.38,94.16,25.62,45.5,71.4,3,3,3,137.25,156.65,238.8,167.45,191.11,291.34,2.4,2.4,2.4,2.4,2.4,2.4,4,6,7,85.1,0,51.9,0,2125,17107,27040,2571,0,5532,28605,17501,678,7591
"F-A-A-A-A-B-A",53185,30,1950,1969,1972,56.92,61.95,65.11,7,10,13,2,2,3,55.58,76.17,107.35,55.58,76.17,107.35,5,5,5,2,2,2,13.895,19.0425,26.8375,139.38,152.84,201.35,58.47,79.44,107.28,58.47,79.44,107.28,14.6175,19.86,26.82,64.23,85.2,112.89,16.74,20.9875,27.83,50.22,62.9625,83.49,25.25,30.36,37.03,27,35.6,46.4,1,1,1,74.36,93.06,132.54,90.71,113.53,160.17,2.36,2.4,2.4,2.4,2.4,2.4,3,7,9,100,0,80,0,0,1878,45632,2689,2986,0,35937,11434,2861,2953
"C-B-B-B-A-B-A",52874,19,1901,1913,1930,57.5,60.17,65.67,12,14,18,2,3,3,85.83,95.82,120.38,28.61,31.94,40.1266666666667,5,5,5,1,2,2,13.035,15.97,20.0633333333333,208.62,266.96,292.03,39.09,44.82,57.116,30.09,35.28,47.972,19.545,22.41,28.558,48.09,54.36,66.26,51.0825,58.773,61.3089,51.0825,58.773,61.3089,21.37,22.37,26.8,13.1,14.3,15.7,3,3,3,46.91,59.54,70.2,57.22,68.18,80.71,2.53,2.63,2.67,2.45,2.5,2.62,1,4,7,100,0,0,0,4197,18909,28199,1569,0,0,38167,14707,0,0
"F-A-A-A-A-B-B",52508,17,1963,1971,1974,48.95,58.25,62.88,5,8,10,2,2,2,57.61,65.27,87.97,57.61,65.27,87.97,5,5,5,1,2,2,14.4025,16.3175,21.9925,122.71,143.93,167.23,46.09,56.34,96.02,46.09,56.34,96.02,11.5225,14.085,24.005,51.85,61.86,101.78,13.98,17.5,25.2,41.94,52.5,75.6,16.37,17.87,30.75,23.3,28,42,1,1,1,71.33,82.29,114.86,87.02,100.39,137.42,2.4,2.4,2.5,2.4,2.4,2.4,6,7,9,100,3.4,71,0,0,0,31097,15690,5721,0,51307,1201,0,0
"A-A-A-A-A-A-H",51766,27,1948,1969,1978,52.64,59.05,62.19,9,10,12,2,2,3,70.64,82.18,91.29,35.32,41.09,45.645,5,5,5,1,1,2,12.43935,15.06285,20.545,173.67,182.45,205.47,79.61,90.27,102.19,76.85,87.51,99.43,26.5366666666667,30.09,34.0633333333333,87.89,98.55,110.47,30.72,34.5,40.112,61.44,69,80.224,22.12,28.08,28.92,19.3,22.04,24.8,2,2,2,49,57.55,65.78,59.78,70.22,80.24,2.3,2.34,2.4,2.3,2.3,2.4,4,8,9,100,0,83.2,0,0,3008,40288,8470,0,0,36786,8066,2282,4632
"A-A-B-B-A-A-A",51033,17,1917,1926,1932,57.88,65.44,67.33,14,17,20,2,2,3,93.29,112.81,118.88,37.6033333333333,39.6266666666667,54.03,5,5,5,2,2,2,12.45585,14.0083333333333,17.8299,208.09,269.2,289.38,67.74,92.264,106.75,64.74,87.512,102.07,22.58,30.7546666666667,35.5833333333333,76.74,106.52,120.79,50.382,65.312,74.2368,100.764,130.624,148.4736,29.75,37.39,42.02,23.6,27.8,31.1,2,3,3,67.12,72.35,86.98,75.6,87.48,100.05,2.4,2.5,2.6,2.38,2.4,2.6,4,6,7,100,0,62.5,0,0,17766,23650,9617,0,0,45293,5335,405,0
"I-A-A-C-B-A-A",49406,33,1968,1971,1992,69.54,76.6,79.72,4,6,7,1,2,2,41.86,57.97,66.89,5.07,6.16625,9.64333333333333,5,5,5,2,2,2,41.86,57.97,66.89,97.69,130.29,153.62,1098.51,1104.85,1565.74,1075.47,1083.85,1534.06,549.255,552.425,782.87,1121.55,1125.85,1597.42,691.25,749.76,929.28,691.25,749.76,929.28,342.65,350.57,602.51,70.4,79,94.74,7,8,11,309.76,378.24,559.5,309.76,378.24,559.5,2.4,2.4,2.4,2.4,2.4,2.4,1,3,5,100,0,47.7,0,2894,38591,7921,0,0,0,10679,16340,15379,7008
"B-A-A-B-A-A-E",46455,16,1973,1989,1995,47.2,63.64,66.43,13,17,20,2,4,5,119.54,157.78,191.75,59.77,78.89,84.68,5,5,5,2,2,2,14.9425,19.7225,23.96875,272.64,282.78,332.14,94.34,111.33,127.24,94.34,111.33,127.24,23.585,27.8325,31.81,106.34,122.37,138.99,52.836,57.27,64.5,158.508,171.81,193.5,21.35,26.7,33.04,44.98,47.6,51.6,2,2,2,112.82,127.79,146.24,137.63,158.94,178.41,2.3,2.4,2.5,2.3,2.35,2.5,6,7,8,0,0,57.5,0,0,0,0,10678,13418,22359,43430,3025,0,0
"G-B-B-A-A-C-A",44581,15,1873,1891,1893,55.32,58.85,60.16,8,12,13,2,2,2,73.19,102.79,104.4,24.0833333333333,34.2633333333333,34.8,5,5,5,2,2,2,18.2975,25.6975,26.1,168.34,205.3,212.66,162.342,197.468,228.09,152.334,186.596,219.45,81.171,98.734,114.045,172.35,208.34,236.73,99.66,109.275,141.84,99.66,109.275,141.84,35.71,48.08,75.41,22,27.53,33,4,4,4,64.73,79.5,110.81,78.97,97,138.46,2.4,2.7,3.02,2.4,2.4,2.4,3,3,5,100,0,11.6,0,3703,27369,13509,0,0,0,29822,10537,2410,1812
"A-B-B-A-A-C-A",43678,21,1878,1909,1923,44.58,50.41,54.33,9,12,14,2,2,3,80.15,96.31,120.38,38.51,42.705,60.19,5,5,5,1,2,2,16.0516666666667,19.8627,21.38895,206.23,225.75,301.16,93,115.02,152.59,90,111.78,149.23,31,38.34,50.8633333333333,102,124.74,162.67,39.42,43.4485333333333,54.39,78.84,86.8970666666667,108.78,21.01,27.88,33.68,22.2,25.4,27.4,2,2,2,54.24,64.48,76.75,66.18,77.04,93.63,2.38,2.5,2.74,2.4,2.5,2.7,3,7,9,100,0,0,0,0,14348,22058,2530,4742,0,31201,11732,745,0
"A-A-A-B-A-A-C",41473,20,1956,1971,1996,57.77,68.23,72.07,9,10,12,2,2,3,88.01,102.27,112.87,34.09,41.79,48.925,5,5,5,1,2,2,14.095,17.045,18.62355,187.62,233.52,247.19,56.752,80.01,97.77,53.836,75.87,93.27,18.9173333333333,26.67,32.59,65.5,92.43,111.27,45.198,48.72,54.51,90.396,97.44,109.02,22.5,25.38,31.03,21.1,22.6,27.9,2,3,3,55.29,66.29,86.44,67.45,81.57,102.24,2.3,2.4,2.43,2.3,2.3,2.4,6,8,9,100,0,60.8,0,1551,0,32755,4736,2431,0,40459,0,0,1014
"C-A-A-B-A-A-A",40667,23,1986,1999,2005,63.37,66.98,73.35,8,9,9,2,2,3,78.38,85.87,95.55,26.1266666666667,28.6233333333333,31.85,5,5,5,1,2,2,13.0633333333333,14.0866666666667,14.9333333333333,191.93,201.34,233.99,29.2,38.54,45.288,20.56,30.26,36.83,14.6,19.27,22.644,37.84,46.82,55.26,36,44.028,51.1065,36,44.028,51.1065,10.87,16.54,23.68,10.2,12.23,13.8,3,3,3,42.6,46.76,49.43,51.62,58.19,60.31,2.37,2.4,2.4,2.4,2.4,2.4,3,6,8,100,0,27.9,0,5819,4764,28168,1916,0,0,21271,13131,2352,3913
"G-A-B-A-A-A-A",40618,22,1867,1907,1920,63.8,66.21,67.95,6,7,12,1,1,2,50.25,54.7,66.21,16.75,19.3033333333333,31.21,4,5,5,1,2,2,12.5625,13.675,16.5525,99.72,108.44,134.97,94.14,142.93,273.12,88.38,137.17,264.84,47.07,71.465,136.56,100.46,148.69,281.4,68.796,95.04,199.41,68.796,95.04,199.41,35.64,45.66,48.76,25.9,34,57.8,2,3,3,76.92,103.02,221.78,93.85,123.23,270.58,2.4,2.4,2.52,2.4,2.4,2.4,1,3,4,100,0,13.3,0,4081,16167,20370,0,0,0,12899,18847,1164,7708
"A-A-A-A-A-B-C",40554,10,1956,1959,1959,51.1,51.63,57.04,11,12,15,3,3,4,81.15,83.18,85.21,40.575,41.59,42.605,5,5,5,1,2,2,13.7247,14.05965,14.05965,176.3,176.3,205.76,62.96,78.46,79.33,60.08,75.58,76.57,20.9866666666667,26.1533333333333,26.4433333333333,71.6,87.1,87.61,33.12,33.28,33.28,66.24,66.56,66.56,23.74,26.06,38.11,20.7,20.8,20.8,2,2,2,55.22,55.22,56.77,67.37,67.37,70.49,2.4,2.4,2.4,2.2,2.4,2.4,7,9,9,100,0,63.5,0,0,5787,34767,0,0,0,36335,1780,2027,412
"A-B-B-A-A-D-A",40042,14,1876,1891,1909,39.43,42.75,49.95,9,11,11,2,3,3,66.94,131.2,146.73,33.47,48.91,65.6,4,5,5,1,1,2,11.0451,18.585,32.8,182.29,307.82,358.34,91.48,106.87,132.7,88.48,103.75,129.46,30.4933333333333,35.6233333333333,44.2333333333333,100.48,116.23,142.42,32.5,46.6266666666667,69.153,65,93.2533333333333,138.306,22.77,45.17,51.01,19.5,25.9,27.34,2,2,2,47.96,72.33,84.34,58.5,88.24,102.9,2.46,2.6,2.67,2.4,2.6,2.61,2,5,7,100,0,0,0,0,17944,21149,0,0,949,32336,5470,860,1376
"A-B-A-A-A-A-A",39278,23,1947,1956,1959,49.96,53.9,57.72,9,12,13,2,2,3,72.23,83.04,90.53,36.115,41.52,45.265,5,5,5,2,2,2,12.1968,13.9623,15.92745,177.23,188.68,206.24,73.24,78.41,87.5,70.36,75.53,84.38,24.4133333333333,26.1366666666667,29.1666666666667,81.88,87.05,95.82,32,34.6533333333333,39.6666666666667,64,69.3066666666667,79.3333333333333,14.74,25.01,27.82,19.3,22.2,22.9,2,2,2,49.51,57.26,65.74,60.41,68.43,77.31,2.4,2.44,2.5,2.4,2.44,2.5,3,5,8,100,0,11.5,0,0,13812,23401,2065,0,0,30107,2537,4527,2107
"I-C-A-C-B-A-G",37292,31,1967,1973,1996,62.3,77.2,80.26,4,5,7,1,1,2,44.54,56.66,74.7,3.34636363636364,4.08625,6.39714285714286,1,3,9,1,2,2,44.54,56.66,74.7,97.92,131.81,157.39,1162.13,2360.96,3213.12,1144.85,2307.36,3169.92,581.065,1180.48,1606.56,1179.41,2395.52,3256.32,758.4,1711.2,1896,758.4,1711.2,1896,483.48,913.74,1399.2,79,89.6,139.6,9,13,17,376.32,554.61,814,376.32,554.61,814,2.4,2.4,2.4,2.4,2.4,2.4,1,2,2,100,0,53.7,0,7887,24070,5335,0,0,0,1723,12800,14553,8216
